[2024-11-19 18:18:38] Robot ID: 6 - Position: (387.143, 1158.36) - Status: Moving
[2024-11-19 18:18:41] Robot ID: 6 - Position: (387.143, 1051.59) - Status: Moving
[2024-11-19 18:18:44] Robot ID: 6 - Position: (387.143, 931.719) - Status: Moving
[2024-11-19 18:18:47] Robot ID: 6 - Position: (387.143, 823.945) - Status: Moving
[2024-11-19 18:18:50] Robot ID: 6 - Position: (387.143, 709.573) - Status: Moving
[2024-11-19 18:18:53] Robot ID: 6 - Position: (387.143, 599.9) - Status: Changed direction
[2024-11-19 18:18:53] Robot ID: 6 - Position: (399.744, 599.9) - Status: Moving
[2024-11-19 18:18:54] Robot ID: 6 - Position: (417.545, 599.9) - Status: Changed direction
[2024-11-19 18:18:56] Robot ID: 6 - Position: (417.545, 701.075) - Status: Moving
[2024-11-19 18:18:59] Robot ID: 6 - Position: (417.545, 820.146) - Status: Moving
[2024-11-19 18:19:02] Robot ID: 6 - Position: (417.545, 941.017) - Status: Moving
[2024-11-19 18:19:05] Robot ID: 6 - Position: (417.545, 1062.59) - Status: Moving
[2024-11-19 18:19:08] Robot ID: 6 - Position: (417.545, 1170.16) - Status: Changed direction
[2024-11-19 18:19:08] Robot ID: 6 - Position: (431.646, 1170.16) - Status: Moving
[2024-11-19 18:19:09] Robot ID: 6 - Position: (443.547, 1170.16) - Status: Changed direction
[2024-11-19 18:19:11] Robot ID: 6 - Position: (443.547, 1059.89) - Status: Moving
[2024-11-19 18:19:14] Robot ID: 6 - Position: (443.547, 929.12) - Status: Moving
[2024-11-19 18:19:17] Robot ID: 6 - Position: (443.547, 793.753) - Status: Moving
